,title,Price,Mileage(miles),Registration_Year,Previous Owners,Fuel type,Body type,Engine,Gearbox,Doors,Seats,Emission Class,Has_Service_History,Mileage
226,Volkswagen Golf,2490,59042,2006,3,Diesel,Hatchback,1.9L,Manual,5.0,5.0,Euro 4,0,59042
227,Volkswagen Polo,3495,127000,2015,3,Petrol,Hatchback,1.0L,Manual,3.0,5.0,Euro 6,0,127000
228,Honda Civic,9198,78691,2018,3,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 6,0,78691
229,BMW 3 Series,19800,69690,2019,1,Petrol Plug-in Hybrid,Saloon,2.0L,Automatic,4.0,5.0,Euro 6,0,69690
230,Vauxhall Adam,2745,120000,2014,3,Petrol,Hatchback,1.4L,Manual,3.0,4.0,Euro 5,0,120000
231,Peugeot 1007,1990,56817,2008,3,Petrol,Hatchback,1.4L,Manual,3.0,4.0,Euro 4,0,56817
232,Nissan Micra,1650,85285,2009,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 4,0,85285
233,Vauxhall Corsa,2250,82000,2010,3,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 5,0,82000
234,Volkswagen Polo,3795,87009,2009,4,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 5,0,87009
235,Ford Mondeo,5450,69756,2012,4,Diesel,Hatchback,2.2L,Manual,5.0,5.0,Euro 5,0,69756
236,Audi A6 Avant,2600,234680,2011,1,Diesel,Estate,2.0L,Manual,5.0,5.0,Euro 5,0,234680
237,BMW 3 Series,2999,77708,2001,7,Petrol,Coupe,2.2L,Manual,2.0,5.0,Euro 3,0,77708
238,Vauxhall Meriva,1990,68840,2011,4,Petrol,MPV,1.4L,Manual,5.0,5.0,Euro 5,0,68840
239,Ford Focus,798,140599,2008,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,140599
240,BMW 3 Series,19800,69690,2019,1,Petrol Plug-in Hybrid,Saloon,2.0L,Automatic,4.0,5.0,Euro 6,0,69690
241,Ford Focus,8975,86500,2017,3,Diesel,Hatchback,1.5L,Manual,5.0,5.0,Euro 6,0,86500
242,Ford Focus,2395,109000,2009,3,Petrol,Hatchback,1.8L,Manual,5.0,5.0,Euro 4,0,109000
243,BMW 3 Series,1789,119300,2002,3,Petrol,Saloon,2.2L,Manual,4.0,5.0,Euro 3,0,119300
244,Mercedes-Benz B Class,5995,78000,2013,3,Diesel,MPV,1.8L,Automatic,5.0,5.0,Euro 5,0,78000
245,Nissan Qashqai,3795,120090,2011,2,Petrol,SUV,1.6L,Manual,5.0,5.0,Euro 5,0,120090
246,Nissan Almera Tino,990,93000,2004,3,Petrol,MPV,1.8L,Manual,5.0,5.0,Euro 3,0,93000
247,Mercedes-Benz C Class,3100,140000,2012,2,Diesel,Coupe,2.1L,Manual,2.0,4.0,Euro 5,0,140000
248,Ford KA,1950,88000,2009,3,Petrol,Hatchback,1.2L,Manual,3.0,4.0,Euro 4,0,88000
249,Vauxhall Corsa,2250,77000,2009,7,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 4,0,77000
250,SKODA Fabia,2495,124138,2011,3,Petrol,Hatchback,1.2L,Automatic,5.0,5.0,Euro 5,0,124138
251,Renault Megane,2495,101347,2011,2,Petrol,Estate,1.6L,Manual,5.0,5.0,Euro 5,0,101347
252,Ford Focus,798,140599,2008,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,140599
253,Ford Focus,8975,86500,2017,3,Diesel,Hatchback,1.5L,Manual,5.0,5.0,Euro 6,0,86500
254,Vauxhall Corsa,10698,22782,2020,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,0,22782
255,BMW 1 Series,2999,107000,2009,5,Petrol,Hatchback,1.6L,Automatic,3.0,4.0,Euro 4,0,107000
256,Mercedes-Benz C Class,2495,130000,2007,3,Petrol,Saloon,1.8L,Automatic,4.0,5.0,Euro 4,0,130000
257,Saab 9-3,2299,67200,2003,3,Petrol,Saloon,2.0L,Manual,4.0,5.0,Euro 3,1,67200
258,Toyota Yaris,1750,113500,2010,3,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 4,0,113500
259,MINI Hatch,3100,68160,2010,4,Petrol,Hatchback,1.4L,Manual,3.0,4.0,Euro 4,0,68160
260,Toyota Avensis,1595,106717,2006,3,Petrol,Hatchback,1.8L,Manual,5.0,5.0,Euro 4,0,106717
261,Honda Civic,2300,86276,2004,3,Petrol Hybrid,Saloon,1.3L,Manual,4.0,5.0,Euro 4,0,86276
262,Vauxhall Astra,2495,75000,2006,2,Petrol,Hatchback,1.8L,Automatic,5.0,5.0,Euro 4,1,75000
263,Ford Focus,1950,127569,2010,6,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,127569
264,Audi A3,1675,127000,2008,7,Petrol,Hatchback,1.6L,Manual,3.0,5.0,Euro 4,0,127000
265,Ford Focus,798,140599,2008,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,140599
266,Vauxhall Corsa,10698,22782,2020,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,0,22782
267,Peugeot 308 SW,9600,56984,2016,4,Diesel,Estate,1.6L,Manual,5.0,5.0,Euro 6,0,56984
268,Ford Focus,4449,89653,2012,3,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 5,0,89653
269,Renault Grand Scenic,2495,98000,2010,3,Petrol,MPV,1.4L,Manual,5.0,7.0,Euro 5,0,98000
270,Ford Mondeo,1400,84000,1998,2,Petrol,Saloon,2.0L,Automatic,4.0,5.0,Euro 2,0,84000
271,Mercedes-Benz C Class,3100,96123,2009,7,Diesel,Saloon,2.1L,Automatic,4.0,5.0,Euro 5,0,96123
272,Mazda MAZDA 2,1995,95843,2011,6,Petrol,Hatchback,1.3L,Manual,5.0,5.0,Euro 5,0,95843
273,Honda Jazz,1750,100500,2009,2,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 4,0,100500
274,Peugeot 207,2075,82013,2011,4,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 5,0,82013
275,Volkswagen Touran,1349,120000,2004,3,Diesel,MPV,2.0L,Manual,5.0,5.0,Euro 4,0,120000
276,Mercedes-Benz C Class,4250,120000,2008,3,Petrol,Saloon,1.8L,Automatic,4.0,5.0,Euro 4,0,120000
277,BMW 3 Series,5995,55000,2010,3,Petrol,Convertible,2.0L,Manual,2.0,4.0,Euro 5,0,55000
278,Vauxhall Insignia,2950,79000,2011,4,Petrol,Hatchback,1.8L,Manual,5.0,5.0,Euro 5,0,79000
279,BMW 3 Series,19800,69690,2019,1,Petrol Plug-in Hybrid,Saloon,2.0L,Automatic,4.0,5.0,Euro 6,0,69690
280,Peugeot 308,9149,55301,2016,3,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 6,0,55301
281,Volkswagen Golf,3050,158000,2009,4,Petrol,Hatchback,1.4L,Automatic,5.0,5.0,Euro 5,0,158000
282,Mitsubishi ASX,4950,95000,2014,3,Petrol,SUV,1.6L,Manual,5.0,5.0,Euro 5,0,95000
283,Honda Jazz,1595,99000,2008,4,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 4,0,99000
284,MINI Hatch,3945,108528,2012,3,Petrol,Hatchback,1.6L,Manual,3.0,4.0,Euro 5,1,108528
285,Ford KA,889,65000,2003,3,Petrol,Hatchback,1.3L,Manual,3.0,4.0,Euro 3,0,65000
286,Peugeot 207,2495,104000,2009,3,Petrol,Hatchback,1.6L,Automatic,5.0,5.0,Euro 5,0,104000
287,Volkswagen Golf,1795,50760,2002,3,Petrol,Hatchback,1.6L,Automatic,5.0,5.0,Euro 4,0,50760
288,Fiat Grande Punto,1600,69900,2007,2,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 4,1,69900
289,Mercedes-Benz C Class,4149,115000,2008,5,Petrol,Saloon,1.8L,Automatic,4.0,5.0,Euro 4,0,115000
290,Volkswagen Beetle,2250,129111,2004,3,Petrol,Convertible,2.0L,Manual,2.0,4.0,Euro 4,0,129111
291,Ford Focus,2950,105000,2011,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 5,0,105000
292,Peugeot 308,9149,55301,2016,3,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 6,0,55301
293,MINI Hatch,10000,46923,2017,3,Petrol,Hatchback,1.5L,Manual,3.0,4.0,Euro 6,0,46923
294,Mercedes-Benz C Class,12450,64000,2015,5,Petrol,Saloon,2.0L,Automatic,4.0,5.0,Euro 6,1,64000
295,Alfa Romeo Mito,2450,92000,2010,6,Petrol,Hatchback,1.4L,Manual,3.0,4.0,Euro 4,0,92000
296,Vauxhall Corsa,1889,126000,2010,3,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 5,0,126000
297,Lexus GS 300,1990,72000,1997,5,Petrol,Saloon,3.0L,Automatic,4.0,5.0,Euro 2,0,72000
298,Land Rover Freelander,1000,81783,1999,2,Diesel,SUV,2.0L,Manual,5.0,5.0,Euro 2,0,81783
299,Volkswagen Polo,2499,102000,2008,4,Petrol,Hatchback,1.4L,Manual,3.0,5.0,Euro 4,0,102000
300,BMW 1 Series,2950,81000,2008,4,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,81000
301,Peugeot 307,1700,56000,2007,3,Petrol,Hatchback,1.6L,Manual,3.0,5.0,Euro 4,1,56000
302,Fiat Grande Punto,2290,25300,2007,3,Petrol,Hatchback,1.2L,Manual,3.0,4.0,Euro 4,0,25300
303,Fiat Punto EVO,2495,81858,2011,4,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 5,0,81858
304,Peugeot 207,1299,87000,2008,5,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,87000
305,MINI Hatch,10000,46923,2017,3,Petrol,Hatchback,1.5L,Manual,3.0,4.0,Euro 6,0,46923
306,Vauxhall Corsa,10698,22782,2020,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,0,22782
307,Vauxhall Astra,2900,119035,2010,5,Petrol,Hatchback,1.6L,Automatic,5.0,5.0,Euro 5,0,119035
308,Renault Megane,1995,102541,2009,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 5,0,102541
309,Volkswagen Polo,2110,93930,2009,4,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 4,0,93930
310,Toyota Yaris,2390,35000,2005,2,Petrol,Hatchback,1.3L,Manual,5.0,5.0,Euro 4,0,35000
311,Volkswagen Polo,3790,16300,2006,2,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 4,0,16300
312,Nissan Almera,1395,114987,2004,3,Petrol,Hatchback,1.8L,Automatic,5.0,5.0,Euro 3,0,114987
313,Lexus IS 250,8899,118000,2015,1,Petrol,Saloon,2.5L,Automatic,4.0,5.0,Euro 5,0,118000
314,Fiat 500,2595,48000,2010,4,Petrol,Hatchback,1.2L,Manual,3.0,4.0,Euro 5,0,48000
315,Volkswagen Passat,2449,125000,2009,3,Petrol,Saloon,1.4L,Manual,4.0,5.0,Euro 4,0,125000
316,BMW 3 Series,1289,138000,2004,3,Diesel,Saloon,2.0L,Automatic,4.0,5.0,Euro 4,0,138000
317,SEAT Ibiza,2799,99061,2011,3,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 5,0,99061
318,Honda Civic,9198,78691,2018,3,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 6,0,78691
319,Peugeot 308 SW,9600,56984,2016,4,Diesel,Estate,1.6L,Manual,5.0,5.0,Euro 6,0,56984
320,Vauxhall Corsa,2050,88000,2009,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 4,0,88000
321,Chevrolet Cruze,2950,144000,2013,4,Petrol,Estate,1.8L,Automatic,5.0,5.0,Euro 5,0,144000
322,BMW 5 Series,4950,90000,2012,3,Diesel,Saloon,2.0L,Manual,4.0,5.0,Euro 5,0,90000
323,BMW 3 Series,2495,139000,2006,3,Petrol,Saloon,2.0L,Manual,4.0,5.0,Euro 4,0,139000
324,Mercedes-Benz C Class,4449,94500,2011,3,Diesel,Saloon,2.1L,Automatic,4.0,5.0,Euro 5,0,94500
325,Hyundai Veloster,3999,117000,2012,3,Petrol,Hatchback,1.6L,Manual,4.0,4.0,Euro 5,0,117000
326,Audi A3,3480,117000,2009,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,117000
327,Mercedes-Benz C Class,1889,127000,2007,3,Diesel,Saloon,2.1L,Automatic,4.0,5.0,Euro 4,0,127000
328,Ford Fusion,1995,62359,2006,2,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 4,0,62359
329,Renault Grand Scenic,1490,128600,2010,2,Diesel,MPV,1.5L,Manual,5.0,7.0,Euro 5,0,128600
330,Peugeot 207,1299,87000,2008,5,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,87000
331,BMW 3 Series,19800,69690,2019,1,Petrol Plug-in Hybrid,Saloon,2.0L,Automatic,4.0,5.0,Euro 6,0,69690
332,Peugeot 308,9149,55301,2016,3,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 6,0,55301
333,Vauxhall Vectra,2495,93366,2008,6,Petrol,Hatchback,2.8L,Automatic,5.0,5.0,Euro 4,0,93366
334,Audi A3,2975,88000,2008,3,Petrol,Hatchback,1.6L,Manual,3.0,5.0,Euro 4,0,88000
335,Vauxhall Astra,2495,99000,2007,3,Petrol,Hatchback,1.6L,Manual,3.0,5.0,Euro 4,0,99000
336,Honda Jazz,2499,100000,2010,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 4,0,100000
337,Volkswagen Polo,1995,87500,2007,5,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 4,0,87500
338,Vauxhall Corsa,2399,53000,2008,3,Petrol,Hatchback,1.4L,Manual,3.0,5.0,Euro 4,0,53000
339,Peugeot 207,1995,70000,2009,3,Petrol,Hatchback,1.4L,Manual,3.0,5.0,Euro 5,0,70000
340,BMW 7 Series,7500,87000,2012,3,Diesel,Saloon,3.0L,Automatic,4.0,5.0,Euro 5,0,87000
341,Peugeot 208,4795,47000,2015,3,Petrol,Hatchback,1.0L,Manual,3.0,5.0,Euro 5,1,47000
342,Suzuki Grand Vitara,2599,107575,2011,1,Petrol,SUV,1.6L,Manual,3.0,5.0,Euro 5,1,107575
343,Volkswagen Polo,2495,149000,2010,1,Diesel,Hatchback,1.2L,Manual,5.0,5.0,Euro 5,0,149000
344,Peugeot 308,9149,55301,2016,3,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 6,0,55301
345,Vauxhall Corsa,10698,22782,2020,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,0,22782
346,Alfa Romeo Mito,1750,130000,2010,4,Petrol,Hatchback,1.4L,Manual,3.0,4.0,Euro 4,0,130000
347,Mercedes-Benz C Class,5250,121700,2013,5,Petrol,Coupe,1.6L,Automatic,2.0,4.0,Euro 5,1,121700
348,Mercedes-Benz C Class,4995,100000,2011,3,Petrol,Saloon,1.8L,Automatic,4.0,5.0,Euro 5,0,100000
349,Peugeot 2008,7099,83000,2016,2,Petrol,SUV,1.2L,Manual,5.0,5.0,Euro 6,0,83000
350,Ford Fiesta,1799,93796,2009,8,Petrol,Hatchback,1.4L,Manual,3.0,5.0,Euro 4,0,93796
351,Volkswagen Polo,2870,125392,2010,1,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 5,0,125392
352,Peugeot 107,2050,83376,2010,3,Petrol,Hatchback,1.0L,Manual,5.0,4.0,Euro 4,0,83376
353,Toyota Corolla,1750,90000,2004,3,Petrol,Estate,1.6L,Manual,5.0,5.0,Euro 4,0,90000
354,Renault Scenic,1999,125000,2012,2,Petrol,MPV,1.6L,Manual,5.0,5.0,Euro 5,0,125000
355,Citroen C4,1950,100000,2007,4,Petrol,Hatchback,1.6L,Automatic,5.0,5.0,Euro 4,0,100000
356,Vauxhall Corsa,1950,93000,2012,4,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 5,0,93000
357,Vauxhall Corsa,10698,22782,2020,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,0,22782
358,Vauxhall Corsa,10698,22782,2020,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,0,22782
359,BMW 3 Series,2275,103383,2008,5,Petrol,Coupe,2.0L,Manual,2.0,4.0,Euro 4,0,103383
360,Volvo V50,1595,148642,2012,2,Diesel,Estate,1.6L,Manual,5.0,5.0,Euro 4,0,148642
361,Vauxhall Corsa,2450,109714,2012,5,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 5,0,109714
362,Mitsubishi Colt,1949,70000,2012,2,Petrol,Hatchback,1.1L,Manual,3.0,5.0,Euro 5,0,70000
363,Volkswagen Passat,4200,90000,2011,3,Diesel,Saloon,2.0L,Automatic,4.0,5.0,Euro 5,0,90000
364,Audi A6 Saloon,1499,131724,2006,3,Petrol,Saloon,2.0L,Manual,4.0,5.0,Euro 4,0,131724
365,BMW 3 Series,4199,92000,2011,3,Petrol,Coupe,2.0L,Automatic,2.0,4.0,Euro 5,0,92000
366,Audi A3,2910,118500,2011,3,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 5,0,118500
367,Hyundai ix35,4280,105000,2012,3,Petrol,SUV,1.6L,Manual,5.0,5.0,Euro 5,0,105000
368,Ford Focus,798,140599,2008,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,140599
369,Vauxhall Corsa,10698,22782,2020,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,0,22782
370,BMW 3 Series,19800,69690,2019,1,Petrol Plug-in Hybrid,Saloon,2.0L,Automatic,4.0,5.0,Euro 6,0,69690
371,Peugeot 207,2390,78000,2010,3,Petrol,Hatchback,1.4L,Manual,3.0,5.0,Euro 5,0,78000
372,Peugeot 207,2175,84000,2010,3,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 5,1,84000
373,Fiat 500,4750,80000,2015,3,Petrol,Hatchback,1.2L,Manual,3.0,4.0,Euro 6,0,80000
374,BMW 5 Series,4450,100000,2005,3,Petrol,Saloon,2.5L,Automatic,4.0,5.0,Euro 4,0,100000
375,BMW 3 Series,2900,104499,2007,5,Petrol,Saloon,2.0L,Automatic,4.0,5.0,Euro 4,0,104499
376,Vauxhall Corsa,4500,74010,2015,2,Petrol,Hatchback,1.4L,Manual,3.0,5.0,Euro 6,0,74010
377,Mercedes-Benz C Class,4000,114401,2013,4,Diesel,Coupe,2.1L,Automatic,2.0,4.0,Euro 5,0,114401
378,Vauxhall Astra,2995,98000,2012,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 5,0,98000
379,Mercedes-Benz A Class,16997,60000,2019,3,Diesel,Hatchback,1.5L,Automatic,5.0,5.0,Euro 6,1,60000
380,Ford Focus,1789,93000,2010,3,Petrol,Hatchback,1.6L,Manual,3.0,5.0,Euro 4,0,93000
381,Ford Focus,798,140599,2008,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,140599
382,BMW 3 Series,19800,69690,2019,1,Petrol Plug-in Hybrid,Saloon,2.0L,Automatic,4.0,5.0,Euro 6,0,69690
383,SKODA Fabia,6900,70189,2016,3,Diesel,Hatchback,1.4L,Manual,5.0,5.0,Euro 6,0,70189
384,SEAT Ibiza,4895,66000,2012,2,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 5,0,66000
385,Ford Fiesta,975,97505,2003,4,Petrol,Hatchback,1.3L,Manual,5.0,4.0,Euro 4,0,97505
386,Hyundai ix20,4495,100000,2012,4,Petrol,Hatchback,1.6L,Automatic,5.0,5.0,Euro 5,0,100000
387,BMW 3 Series,1499,99999,2005,2,Petrol,Saloon,2.0L,Manual,4.0,5.0,Euro 4,0,99999
388,Fiat Doblo,2495,99000,2009,2,Petrol,Estate,1.4L,Manual,5.0,2.0,Euro 4,0,99000
389,Ford Fiesta,3985,95601,2015,3,Petrol,Hatchback,1.3L,Manual,3.0,5.0,Euro 6,0,95601
390,Mercedes-Benz CLK,2500,149000,2006,2,Diesel,Coupe,3.0L,Automatic,2.0,4.0,Euro 4,0,149000
391,Volkswagen Golf,4599,70000,2009,2,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 5,0,70000
392,Ford Fiesta,1189,135000,2004,3,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 4,0,135000
393,Vauxhall Insignia,2950,79000,2011,4,Petrol,Hatchback,1.8L,Manual,5.0,5.0,Euro 5,0,79000
394,SKODA Fabia,6900,70189,2016,3,Diesel,Hatchback,1.4L,Manual,5.0,5.0,Euro 6,0,70189
395,Peugeot 308 SW,9600,56984,2016,4,Diesel,Estate,1.6L,Manual,5.0,5.0,Euro 6,0,56984
396,BMW 3 Series,2500,138910,2003,9,Petrol,Convertible,2.5L,Manual,2.0,4.0,Euro 3,0,138910
397,Citroen C3,2495,55000,2005,3,Petrol,Hatchback,1.6L,Automatic,5.0,5.0,Euro 4,0,55000
398,Ford Mustang,5000,99350,2005,1,Petrol,Coupe,5.0L,Automatic,2.0,4.0,Euro 6,0,99350
399,Honda Jazz,2495,118000,2012,3,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 5,0,118000
400,SKODA Octavia,2490,56000,2003,3,Petrol,Hatchback,1.8L,Automatic,5.0,5.0,Euro 4,0,56000
401,Peugeot 208,3650,78000,2012,2,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 5,1,78000
402,Nissan Qashqai,2495,132000,2009,5,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,132000
403,Chevrolet Cruze,2495,98000,2010,3,Petrol,Saloon,1.6L,Automatic,4.0,5.0,Euro 5,0,98000
404,BMW 3 Series,3950,98000,2009,4,Petrol,Saloon,2.0L,Manual,4.0,5.0,Euro 5,0,98000
405,BMW 3 Series,2700,105713,2005,6,Petrol,Convertible,2.0L,Manual,2.0,4.0,Euro 3,0,105713
406,Ford Focus,2950,105000,2011,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 5,0,105000
407,Peugeot 308 SW,9600,56984,2016,4,Diesel,Estate,1.6L,Manual,5.0,5.0,Euro 6,0,56984
408,Peugeot 308,9149,55301,2016,3,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 6,0,55301
409,BMW 1 Series,7500,73000,2012,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 5,0,73000
410,Vauxhall Astra,1595,93610,2001,2,Petrol,Hatchback,1.6L,Automatic,5.0,5.0,Euro 4,0,93610
411,Mercedes-Benz C Class,3999,128000,2009,3,Petrol,Saloon,1.6L,Automatic,4.0,5.0,Euro 4,0,128000
412,Dacia Sandero,5499,32000,2016,1,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,0,32000
413,Daihatsu Terios,1495,110000,2007,3,Petrol,SUV,1.5L,Manual,5.0,5.0,Euro 4,0,110000
414,Alfa Romeo Giulietta,3495,104000,2011,4,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 5,0,104000
415,Nissan Qashqai,2495,113000,2009,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,113000
416,Ford Focus,3690,84000,2011,5,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 5,0,84000
417,Vauxhall Astra,1495,109000,2008,3,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,109000
418,MINI Hatch,2495,69400,2009,2,Petrol,Hatchback,1.4L,Manual,3.0,4.0,Euro 4,0,69400
419,SEAT Ibiza,2799,99061,2011,3,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 5,0,99061
420,BMW 3 Series,19800,69690,2019,1,Petrol Plug-in Hybrid,Saloon,2.0L,Automatic,4.0,5.0,Euro 6,0,69690
421,Mercedes-Benz A Class,15900,62402,2019,1,Petrol,Hatchback,1.3L,Automatic,5.0,5.0,Euro 6,0,62402
422,Mercedes-Benz CLK,2995,115000,2006,3,Petrol,Convertible,1.8L,Automatic,2.0,4.0,Euro 4,0,115000
423,Vauxhall Corsa,4999,54600,2015,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,0,54600
424,Toyota Yaris,1850,73424,2004,2,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 4,0,73424
425,Audi A3,3295,109000,2010,3,Petrol,Hatchback,1.4L,Manual,3.0,5.0,Euro 5,0,109000
426,Hyundai i30,4000,44591,2010,2,Diesel,Hatchback,1.6L,Automatic,5.0,5.0,Euro 4,0,44591
427,Nissan Note,1993,94200,2009,3,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 5,0,94200
428,Peugeot 308,2795,100000,2011,5,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 5,1,100000
429,Vauxhall Corsa,4195,79000,2011,5,Petrol,Hatchback,1.4L,Automatic,5.0,5.0,Euro 5,0,79000
430,BMW 3 Series,2495,94350,2007,4,Petrol,Saloon,2.0L,Manual,4.0,5.0,Euro 4,0,94350
431,MINI Hatch,2495,63000,2005,2,Petrol,Hatchback,1.6L,Manual,3.0,4.0,Euro 3,0,63000
432,Peugeot 207,1299,87000,2008,5,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,87000
433,Mercedes-Benz A Class,15900,62402,2019,1,Petrol,Hatchback,1.3L,Automatic,5.0,5.0,Euro 6,0,62402
434,Vauxhall Corsa,10698,22782,2020,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,0,22782
435,Fiat Punto,2995,80000,2012,3,Petrol,Hatchback,1.4L,Manual,3.0,5.0,Euro 5,1,80000
436,Vauxhall Astra,2150,72000,2008,3,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 4,1,72000
437,Saab 9-3,1995,108000,2007,2,Petrol,Saloon,1.8L,Automatic,4.0,5.0,Euro 4,1,108000
438,Fiat Punto,3495,49796,2012,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 5,0,49796
439,Citroen C3 Picasso,2090,86255,2010,3,Diesel,MPV,1.6L,Manual,5.0,5.0,Euro 5,1,86255
440,Volvo S40,1995,113000,2007,2,Petrol,Saloon,1.6L,Manual,4.0,5.0,Euro 4,0,113000
441,BMW 5 Series,1500,162085,2007,3,Diesel,Saloon,3.0L,Automatic,4.0,5.0,Euro 4,0,162085
442,Vauxhall Astra,4495,65550,2013,2,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 5,1,65550
443,Volkswagen Scirocco,2920,130422,2009,4,Petrol,Hatchback,1.4L,Manual,3.0,4.0,Euro 4,0,130422
444,Chevrolet Matiz,2490,44584,2008,5,Petrol,Hatchback,0.8L,Automatic,5.0,5.0,Euro 4,0,44584
445,SEAT Ibiza,2799,99061,2011,3,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 5,0,99061
446,Vauxhall Corsa,10698,22782,2020,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,0,22782
447,KIA Sportage,10198,50028,2016,3,Petrol,SUV,1.6L,Manual,5.0,5.0,Euro 6,0,50028
448,BMW 3 Series,2490,107800,2006,5,Petrol,Saloon,2.0L,Automatic,4.0,5.0,Euro 4,0,107800
449,BMW 3 Series,3500,100000,2007,3,Petrol,Saloon,2.0L,Automatic,4.0,5.0,Euro 4,0,100000
450,Jeep Compass,2000,66814,2009,6,Petrol,SUV,2.4L,Manual,5.0,5.0,Euro 4,0,66814
451,Mercedes-Benz C Class,4950,112000,2008,3,Petrol,Saloon,3.5L,Automatic,4.0,5.0,Euro 4,1,112000
